P_RESP_ID,P_ORGANIZATION_CODE,P_PERIOD,P_CATEGORY_SET_NAME,P_ITEM_TYPE,P_BATCH_STATUS,P_ITEM_FROM,P_ITEM_TO,PERIOD,OPERATING_UNIT,ORGANIZATION_NAME,ITEM_TYPE,CATEGORY,CAT,ITEM,ITEM_DESCRIPTION,UOM,QTY,QTY_KG,ACC_QTY,ACC_QTY_KG,SUM_QTY_PER_CAT,SUM_QTY_KG_PER_CAT,SUM_ACC_QTY_PER_CAT,SUM_ACC_QTY_KG_PER_CAT,SUM_QTY_KG_PER_ORG,SUM_ACC_QTY_KG_PER_ORG,XDO_USER_NAME
,,2025-06-30,,,,,,2025-06-30,FAC-C-Unit-244,Factory C NM,FG,,,06-005,Product 06-005,KG,56535.0,28267.73,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-C-Unit-244,Factory C NM,FG,,,05-011,Product 05-011,KG,80511.0,40255.37,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-C-Unit-244,Factory C NM,FG,,,01-003,Product 01-003,KG,57124.0,28561.84,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-C-Unit-244,Factory C NM,FG,,,01-008,Product 01-008,KG,84765.0,42382.56,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-D-Unit-252,Factory D NM,FG,,,07-011,Product 07-011,KG,21717.0,10858.65,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-D-Unit-252,Factory D NM,FG,,,06-007,Product 06-007,KG,30497.0,15248.69,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-D-Unit-252,Factory D NM,FG,,,03-005,Product 03-005,KG,11529.0,5764.66,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-D-Unit-252,Factory D NM,FG,,,06-005,Product 06-005,KG,30944.0,15471.77,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-D-Unit-252,Factory D NM,FG,,,06-009,Product 06-009,KG,43954.0,21977.0,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-E-Unit-246,Factory E NM,FG,,,01-015,Product 01-015,KG,60890.0,30444.87,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-E-Unit-246,Factory E NM,FG,,,05-006,Product 05-006,KG,32927.0,16463.56,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-E-Unit-246,Factory E NM,FG,,,05-001,Product 05-001,KG,31090.0,15544.85,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-E-Unit-246,Factory E NM,FG,,,03-015,Product 03-015,KG,54087.0,27043.56,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-E-Unit-246,Factory E NM,FG,,,08-003,Product 08-003,KG,31952.0,15975.77,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-F-Unit-249,Factory F NM,FG,,,06-009,Product 06-009,KG,6849.0,3424.69,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-F-Unit-249,Factory F NM,FG,,,06-004,Product 06-004,KG,11733.0,5866.73,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-F-Unit-249,Factory F NM,FG,,,07-004,Product 07-004,KG,33751.0,16875.63,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-F-Unit-249,Factory F NM,FG,,,02-007,Product 02-007,KG,51381.0,25690.27,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-F-Unit-249,Factory F NM,FG,,,01-005,Product 01-005,KG,99339.0,49669.4,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-G-Unit-245,Factory G NM,FG,,,01-008,Product 01-008,KG,11869.0,5934.34,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-G-Unit-245,Factory G NM,FG,,,07-002,Product 07-002,KG,45208.0,22603.95,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-G-Unit-245,Factory G NM,FG,,,03-006,Product 03-006,KG,4193.0,2096.37,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-G-Unit-245,Factory G NM,FG,,,08-010,Product 08-010,KG,77548.0,38774.01,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-G-Unit-245,Factory G NM,FG,,,08-011,Product 08-011,KG,64840.0,32420.08,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-H-Unit-241,Factory H NM,FG,,,02-006,Product 02-006,KG,25965.0,12982.27,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-H-Unit-241,Factory H NM,FG,,,08-009,Product 08-009,KG,73986.0,36993.11,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-H-Unit-241,Factory H NM,FG,,,07-002,Product 07-002,KG,90974.0,45486.79,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-H-Unit-241,Factory H NM,FG,,,03-014,Product 03-014,KG,79034.0,39516.76,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-H-Unit-241,Factory H NM,FG,,,08-001,Product 08-001,KG,68063.0,34031.29,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-I-Unit-247,Factory I NM,FG,,,08-008,Product 08-008,KG,35359.0,17679.28,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-I-Unit-247,Factory I NM,FG,,,02-015,Product 02-015,KG,93409.0,46704.47,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-I-Unit-247,Factory I NM,FG,,,08-004,Product 08-004,KG,7652.0,3826.13,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-I-Unit-247,Factory I NM,FG,,,03-014,Product 03-014,KG,13615.0,6807.45,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-I-Unit-247,Factory I NM,FG,,,07-007,Product 07-007,KG,47076.0,23538.02,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-J-Unit-242,Factory J NM,FG,,,02-001,Product 02-001,KG,30408.0,15204.03,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-J-Unit-242,Factory J NM,FG,,,07-009,Product 07-009,KG,15589.0,7794.62,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-J-Unit-242,Factory J NM,FG,,,08-003,Product 08-003,KG,99624.0,49811.91,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-J-Unit-242,Factory J NM,FG,,,01-001,Product 01-001,KG,36045.0,18022.55,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-J-Unit-242,Factory J NM,FG,,,03-011,Product 03-011,KG,15381.0,7690.38,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-K-Unit-243,Factory K NM,FG,,,03-002,Product 03-002,KG,65210.0,32605.19,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-K-Unit-243,Factory K NM,FG,,,03-014,Product 03-014,KG,60420.0,30210.15,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-K-Unit-243,Factory K NM,FG,,,08-014,Product 08-014,KG,80957.0,40478.49,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-K-Unit-243,Factory K NM,FG,,,03-010,Product 03-010,KG,66396.0,33198.24,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-K-Unit-243,Factory K NM,FG,,,05-002,Product 05-002,KG,83750.0,41875.03,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-L-Unit-248,Factory L NM,FG,,,07-007,Product 07-007,KG,34542.0,17270.85,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-L-Unit-248,Factory L NM,FG,,,01-004,Product 01-004,KG,79837.0,39918.64,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-L-Unit-248,Factory L NM,FG,,,07-013,Product 07-013,KG,8843.0,4421.66,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-L-Unit-248,Factory L NM,FG,,,01-014,Product 01-014,KG,66214.0,33106.91,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-L-Unit-248,Factory L NM,FG,,,01-001,Product 01-001,KG,68360.0,34179.77,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-M-Unit-250,Factory M NM,FG,,,05-009,Product 05-009,KG,14183.0,7091.5,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-M-Unit-250,Factory M NM,FG,,,03-003,Product 03-003,KG,20010.0,10005.16,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-M-Unit-250,Factory M NM,FG,,,06-003,Product 06-003,KG,54693.0,27346.42,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-M-Unit-250,Factory M NM,FG,,,08-009,Product 08-009,KG,72134.0,36067.25,,,,,,,,,
,,2025-06-30,,,,,,2025-06-30,FAC-M-Unit-250,Factory M NM,FG,,,07-011,Product 07-011,KG,66965.0,33482.7,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-A-Unit-240,Factory A NM,FG,,,05-004,Product 05-004,KG,71398.0,35699.1,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-A-Unit-240,Factory A NM,FG,,,02-015,Product 02-015,KG,29289.0,14644.6,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-A-Unit-240,Factory A NM,FG,,,06-013,Product 06-013,KG,16734.0,8366.85,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-A-Unit-240,Factory A NM,FG,,,06-008,Product 06-008,KG,10033.0,5016.67,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-A-Unit-240,Factory A NM,FG,,,05-001,Product 05-001,KG,50098.0,25049.17,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-B-Unit-251,Factory B NM,FG,,,06-002,Product 06-002,KG,86510.0,43254.81,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-B-Unit-251,Factory B NM,FG,,,04-008,Product 04-008,KG,36017.0,18008.3,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-B-Unit-251,Factory B NM,FG,,,06-003,Product 06-003,KG,85185.0,42592.7,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-B-Unit-251,Factory B NM,FG,,,06-014,Product 06-014,KG,77082.0,38540.99,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-B-Unit-251,Factory B NM,FG,,,03-002,Product 03-002,KG,21240.0,10619.87,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-C-Unit-244,Factory C NM,FG,,,02-007,Product 02-007,KG,18983.0,9491.33,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-C-Unit-244,Factory C NM,FG,,,03-012,Product 03-012,KG,3972.0,1986.01,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-C-Unit-244,Factory C NM,FG,,,03-014,Product 03-014,KG,45861.0,22930.62,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-C-Unit-244,Factory C NM,FG,,,06-009,Product 06-009,KG,98644.0,49321.99,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-C-Unit-244,Factory C NM,FG,,,04-007,Product 04-007,KG,64120.0,32059.75,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-D-Unit-252,Factory D NM,FG,,,08-007,Product 08-007,KG,95436.0,47717.75,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-D-Unit-252,Factory D NM,FG,,,01-014,Product 01-014,KG,65298.0,32649.11,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-D-Unit-252,Factory D NM,FG,,,06-006,Product 06-006,KG,41018.0,20509.24,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-D-Unit-252,Factory D NM,FG,,,05-007,Product 05-007,KG,51590.0,25794.94,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-D-Unit-252,Factory D NM,FG,,,01-013,Product 01-013,KG,39788.0,19894.03,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-E-Unit-246,Factory E NM,FG,,,07-011,Product 07-011,KG,63768.0,31883.9,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-E-Unit-246,Factory E NM,FG,,,08-004,Product 08-004,KG,87627.0,43813.56,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-E-Unit-246,Factory E NM,FG,,,02-014,Product 02-014,KG,9345.0,4672.71,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-E-Unit-246,Factory E NM,FG,,,04-014,Product 04-014,KG,56676.0,28338.24,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-E-Unit-246,Factory E NM,FG,,,08-005,Product 08-005,KG,13270.0,6634.98,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-F-Unit-249,Factory F NM,FG,,,08-006,Product 08-006,KG,21424.0,10712.01,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-F-Unit-249,Factory F NM,FG,,,08-011,Product 08-011,KG,30661.0,15330.66,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-F-Unit-249,Factory F NM,FG,,,08-015,Product 08-015,KG,50489.0,25244.28,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-F-Unit-249,Factory F NM,FG,,,05-001,Product 05-001,KG,80935.0,40467.42,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-F-Unit-249,Factory F NM,FG,,,08-003,Product 08-003,KG,72852.0,36426.22,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-G-Unit-245,Factory G NM,FG,,,07-012,Product 07-012,KG,58536.0,29267.88,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-G-Unit-245,Factory G NM,FG,,,01-015,Product 01-015,KG,65807.0,32903.32,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-G-Unit-245,Factory G NM,FG,,,06-015,Product 06-015,KG,2241.0,1120.36,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-G-Unit-245,Factory G NM,FG,,,07-013,Product 07-013,KG,84584.0,42291.79,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-G-Unit-245,Factory G NM,FG,,,06-004,Product 06-004,KG,28278.0,14138.89,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-H-Unit-241,Factory H NM,FG,,,08-001,Product 08-001,KG,52820.0,26409.93,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-H-Unit-241,Factory H NM,FG,,,01-011,Product 01-011,KG,45736.0,22868.06,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-H-Unit-241,Factory H NM,FG,,,07-003,Product 07-003,KG,19691.0,9845.67,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-H-Unit-241,Factory H NM,FG,,,05-009,Product 05-009,KG,40945.0,20472.62,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-H-Unit-241,Factory H NM,FG,,,05-012,Product 05-012,KG,29640.0,14820.24,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-I-Unit-247,Factory I NM,FG,,,02-002,Product 02-002,KG,18590.0,9295.17,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-I-Unit-247,Factory I NM,FG,,,08-007,Product 08-007,KG,67586.0,33793.25,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-I-Unit-247,Factory I NM,FG,,,06-014,Product 06-014,KG,38736.0,19368.22,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-I-Unit-247,Factory I NM,FG,,,06-013,Product 06-013,KG,63095.0,31547.65,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-I-Unit-247,Factory I NM,FG,,,03-013,Product 03-013,KG,99750.0,49875.25,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-J-Unit-242,Factory J NM,FG,,,05-010,Product 05-010,KG,96674.0,48336.97,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-J-Unit-242,Factory J NM,FG,,,06-008,Product 06-008,KG,48610.0,24305.07,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-J-Unit-242,Factory J NM,FG,,,03-003,Product 03-003,KG,52008.0,26004.16,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-J-Unit-242,Factory J NM,FG,,,05-013,Product 05-013,KG,71286.0,35642.91,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-J-Unit-242,Factory J NM,FG,,,08-010,Product 08-010,KG,69058.0,34529.07,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-K-Unit-243,Factory K NM,FG,,,08-012,Product 08-012,KG,70076.0,35037.97,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-K-Unit-243,Factory K NM,FG,,,04-005,Product 04-005,KG,38823.0,19411.29,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-K-Unit-243,Factory K NM,FG,,,04-003,Product 04-003,KG,69793.0,34896.41,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-K-Unit-243,Factory K NM,FG,,,06-013,Product 06-013,KG,38010.0,19005.14,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-K-Unit-243,Factory K NM,FG,,,06-004,Product 06-004,KG,9169.0,4584.74,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-L-Unit-248,Factory L NM,FG,,,03-001,Product 03-001,KG,19246.0,9622.85,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-L-Unit-248,Factory L NM,FG,,,02-012,Product 02-012,KG,76336.0,38167.78,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-L-Unit-248,Factory L NM,FG,,,07-001,Product 07-001,KG,3530.0,1764.96,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-L-Unit-248,Factory L NM,FG,,,03-003,Product 03-003,KG,13097.0,6548.29,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-L-Unit-248,Factory L NM,FG,,,04-007,Product 04-007,KG,4899.0,2449.64,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-M-Unit-250,Factory M NM,FG,,,07-013,Product 07-013,KG,65971.0,32985.47,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-M-Unit-250,Factory M NM,FG,,,08-006,Product 08-006,KG,38964.0,19482.02,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-M-Unit-250,Factory M NM,FG,,,03-005,Product 03-005,KG,21927.0,10963.69,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-M-Unit-250,Factory M NM,FG,,,04-006,Product 04-006,KG,90029.0,45014.66,,,,,,,,,
,,2025-07-31,,,,,,2025-07-31,FAC-M-Unit-250,Factory M NM,FG,,,02-014,Product 02-014,KG,75132.0,37566.05,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-A-Unit-240,Factory A NM,FG,,,08-013,Product 08-013,KG,66352.0,33176.23,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-A-Unit-240,Factory A NM,FG,,,02-012,Product 02-012,KG,8138.0,4069.22,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-A-Unit-240,Factory A NM,FG,,,04-004,Product 04-004,KG,95716.0,47858.09,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-A-Unit-240,Factory A NM,FG,,,06-007,Product 06-007,KG,65460.0,32730.21,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-A-Unit-240,Factory A NM,FG,,,02-011,Product 02-011,KG,96018.0,48008.78,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-B-Unit-251,Factory B NM,FG,,,01-003,Product 01-003,KG,7455.0,3727.29,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-B-Unit-251,Factory B NM,FG,,,05-012,Product 05-012,KG,21100.0,10550.11,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-B-Unit-251,Factory B NM,FG,,,07-002,Product 07-002,KG,89989.0,44994.74,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-B-Unit-251,Factory B NM,FG,,,04-011,Product 04-011,KG,70539.0,35269.58,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-B-Unit-251,Factory B NM,FG,,,03-008,Product 03-008,KG,79440.0,39719.84,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-C-Unit-244,Factory C NM,FG,,,03-009,Product 03-009,KG,28068.0,14034.13,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-C-Unit-244,Factory C NM,FG,,,02-005,Product 02-005,KG,77216.0,38607.95,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-C-Unit-244,Factory C NM,FG,,,07-001,Product 07-001,KG,11649.0,5824.55,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-C-Unit-244,Factory C NM,FG,,,03-011,Product 03-011,KG,56924.0,28462.21,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-C-Unit-244,Factory C NM,FG,,,08-001,Product 08-001,KG,63106.0,31553.05,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-D-Unit-252,Factory D NM,FG,,,03-002,Product 03-002,KG,27925.0,13962.41,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-D-Unit-252,Factory D NM,FG,,,06-008,Product 06-008,KG,94699.0,47349.36,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-D-Unit-252,Factory D NM,FG,,,08-011,Product 08-011,KG,76796.0,38397.94,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-D-Unit-252,Factory D NM,FG,,,01-009,Product 01-009,KG,20574.0,10287.16,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-D-Unit-252,Factory D NM,FG,,,05-015,Product 05-015,KG,8532.0,4266.0,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-E-Unit-246,Factory E NM,FG,,,05-008,Product 05-008,KG,73431.0,36715.65,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-E-Unit-246,Factory E NM,FG,,,03-014,Product 03-014,KG,39946.0,19973.04,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-E-Unit-246,Factory E NM,FG,,,03-011,Product 03-011,KG,11870.0,5934.77,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-E-Unit-246,Factory E NM,FG,,,04-015,Product 04-015,KG,40551.0,20275.36,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-E-Unit-246,Factory E NM,FG,,,06-011,Product 06-011,KG,17549.0,8774.49,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-F-Unit-249,Factory F NM,FG,,,02-005,Product 02-005,KG,68635.0,34317.69,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-F-Unit-249,Factory F NM,FG,,,06-002,Product 06-002,KG,8702.0,4351.05,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-F-Unit-249,Factory F NM,FG,,,04-011,Product 04-011,KG,73138.0,36569.23,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-F-Unit-249,Factory F NM,FG,,,06-004,Product 06-004,KG,57194.0,28596.78,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-F-Unit-249,Factory F NM,FG,,,08-001,Product 08-001,KG,26477.0,13238.54,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-G-Unit-245,Factory G NM,FG,,,02-004,Product 02-004,KG,33175.0,16587.43,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-G-Unit-245,Factory G NM,FG,,,08-006,Product 08-006,KG,42675.0,21337.59,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-G-Unit-245,Factory G NM,FG,,,02-003,Product 02-003,KG,23214.0,11607.12,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-G-Unit-245,Factory G NM,FG,,,05-004,Product 05-004,KG,4637.0,2318.62,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-G-Unit-245,Factory G NM,FG,,,04-012,Product 04-012,KG,23517.0,11758.42,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-H-Unit-241,Factory H NM,FG,,,08-014,Product 08-014,KG,30821.0,15410.66,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-H-Unit-241,Factory H NM,FG,,,08-012,Product 08-012,KG,36797.0,18398.61,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-H-Unit-241,Factory H NM,FG,,,08-008,Product 08-008,KG,37915.0,18957.27,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-H-Unit-241,Factory H NM,FG,,,02-005,Product 02-005,KG,44118.0,22058.8,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-H-Unit-241,Factory H NM,FG,,,05-009,Product 05-009,KG,11012.0,5505.95,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-I-Unit-247,Factory I NM,FG,,,05-014,Product 05-014,KG,82842.0,41420.97,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-I-Unit-247,Factory I NM,FG,,,06-009,Product 06-009,KG,69593.0,34796.4,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-I-Unit-247,Factory I NM,FG,,,06-001,Product 06-001,KG,84108.0,42053.85,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-I-Unit-247,Factory I NM,FG,,,02-014,Product 02-014,KG,39608.0,19804.25,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-I-Unit-247,Factory I NM,FG,,,05-012,Product 05-012,KG,60389.0,30194.7,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-J-Unit-242,Factory J NM,FG,,,03-004,Product 03-004,KG,77426.0,38712.8,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-J-Unit-242,Factory J NM,FG,,,08-003,Product 08-003,KG,49637.0,24818.61,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-J-Unit-242,Factory J NM,FG,,,07-014,Product 07-014,KG,13634.0,6817.07,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-J-Unit-242,Factory J NM,FG,,,01-007,Product 01-007,KG,97070.0,48535.25,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-J-Unit-242,Factory J NM,FG,,,03-001,Product 03-001,KG,63175.0,31587.28,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-K-Unit-243,Factory K NM,FG,,,01-001,Product 01-001,KG,91545.0,45772.57,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-K-Unit-243,Factory K NM,FG,,,06-012,Product 06-012,KG,65128.0,32563.81,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-K-Unit-243,Factory K NM,FG,,,07-013,Product 07-013,KG,57306.0,28652.81,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-K-Unit-243,Factory K NM,FG,,,06-010,Product 06-010,KG,8905.0,4452.4,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-K-Unit-243,Factory K NM,FG,,,07-006,Product 07-006,KG,73580.0,36790.18,,,,,,,,,
,,2025-08-31,,,,,,2025-08-31,FAC-L-Unit-248,Factory L NM,FG,,,06-011,Product 06-011,KG,95551.0,47775.63,,,,,,,,,
